Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD02786,Pet Scanner,2020-09-09,5,Cardiosync,Model-550,Japan,4303.483762714389,3.573248024287921,3,0,1,System performance degraded due to battery wear; mitigation via replacement. software reset low priority fault,5,medio,0,0
MD02353,Mri Scanner,2016-08-08,9,Medequip,Model-100,Usa,21548.061983419528,32.9680819439118,1,5,3,Component system reset after detecting abnormal sound; functionality restored. critical failure system crash,9,viejo,1,1
MD05292,X-Ray Machine,2023-01-03,2,Rescuetech,Model-300,Canada,9783.70868353346,8.248375103137077,3,2,1,voltage spike caused operational delay; system reset initiated. log cleaned low priority fault,2,nuevo,1,1
MD05098,Pet Scanner,2023-03-18,2,Imagingtech,Model-500,France,3685.378934936874,1.993392107959134,1,2,1,System performance degraded due to overheating; mitigation via firmware update. minor issue routine reset,2,nuevo,1,0
MD02641,Infusion Pump,2021-02-17,4,Scanpro,Model-300,Usa,8369.203846319542,8.179712661982151,1,3,2,Routine check completed; software crash observed during diagnostics. moderate delay non-critical warning,4,medio,1,1
MD04826,Infusion Pump,2020-09-25,5,Medequip,Model-200,Uk,7744.921470955479,2.032542856794928,3,1,2,Component replacement after detecting data lag; functionality restored. reviewed logs device required inspection,5,medio,1,1
MD01960,Ct Scanner,2023-07-14,2,Medequip,Model-400,Uk,2936.952114074145,1.1653936036826642,4,4,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,2,nuevo,1,0
MD04998,Infusion Pump,2016-12-19,9,Medequip,Model-600,Japan,23983.917988809862,5.564217423800486,5,4,3,abnormal sound caused operational delay; system reset initiated. sensor replaced hardware fault,9,viejo,1,1
MD04500,Pet Scanner,2019-01-08,6,Ultramed,Model-250,Canada,-724.5416720088288,17.350515158638895,2,2,3,Routine check completed; abnormal sound observed during diagnostics. sensor replaced critical malfunction,6,medio,1,0
MD04895,X-Ray Machine,2014-09-24,11,Imagingtech,Model-250,Canada,5196.845085311753,8.13098369391635,4,2,1,overheating caused operational delay; component upgrade initiated. software reset log file cleared,11,viejo,1,0
MD04659,Infusion Pump,2018-03-14,7,Cardiosync,Model-400,Japan,-2339.4585384064662,11.080409562675856,5,1,2,System performance degraded due to circuit failure; mitigation via firmware update. reviewed logs driver update applied,7,medio,1,0
MD02576,Mri Scanner,2015-03-12,10,Medequip,Model-650,France,6686.596541982885,5.130837238750582,1,2,2,Routine check completed; battery wear observed during diagnostics. driver update driver update applied,10,viejo,1,0
MD04707,Defibrillator,2014-08-26,11,Medequip,Model-250,Uk,4813.957271897712,5.131077728388127,3,0,3,abnormal sound caused operational delay; firmware update initiated. critical failure critical failure,11,viejo,0,0
MD01060,X-Ray Machine,2014-10-14,11,Imagingtech,Model-500,Japan,6798.974129982608,31.06185338810329,2,1,3,Routine check completed; software crash observed during diagnostics. sensor replaced sensor replacement,11,viejo,1,0
MD02408,X-Ray Machine,2014-01-02,11,Imagingtech,Model-500,Canada,5504.306920574063,12.789090399989131,1,0,2,Routine check completed; data lag observed during diagnostics. component issue average severity report,11,viejo,0,0
MD01168,Defibrillator,2013-12-09,12,Medequip,Model-150,Italy,9471.59875098992,5.140178494822023,3,2,3,voltage spike caused operational delay; inspection initiated. critical failure hardware fault,12,viejo,1,1
MD04139,Mri Scanner,2022-12-12,3,Scanpro,Model-350,Canada,19590.879928228074,17.693532541505714,5,1,3,battery wear caused operational delay; system reset initiated. reboot failed critical failure,3,nuevo,1,1
MD04126,Defibrillator,2019-10-20,6,Imagingtech,Model-600,Usa,7950.6217935083505,6.191761470367908,2,0,1,System performance degraded due to voltage spike; mitigation via component upgrade. quick fix quick fix,6,medio,0,1
MD03712,Mri Scanner,2023-08-15,2,Scanpro,Model-200,France,-2721.284601704629,12.439759613339238,5,4,2,Routine check completed; battery wear observed during diagnostics. driver update performance warning,2,nuevo,1,0
MD05099,Defibrillator,2016-09-12,9,Ultramed,Model-250,Italy,8424.568264115816,3.978989347813776,1,3,1,Component inspection after detecting voltage spike; functionality restored. minor issue temporary glitch,9,viejo,1,1
MD05071,Ct Scanner,2015-08-19,10,Imagingtech,Model-500,Canada,2606.614548930633,6.088706686601832,5,2,1,overheating caused operational delay; firmware update initiated. minor issue log file cleared,10,viejo,1,0
MD03169,Ct Scanner,2020-06-01,5,Rescuetech,Model-450,Italy,4246.509868750094,3.675948811510126,5,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix quick fix,5,medio,1,0
MD05392,Ct Scanner,2017-08-11,8,Cardiosync,Model-200,Japan,3546.486312299759,2.818635130463289,1,4,1,Routine check completed; data lag observed during diagnostics. quick fix log file cleared,8,viejo,1,0
MD03865,Pet Scanner,2015-12-30,10,Scanpro,Model-450,Japan,16164.441903014327,21.930122442960272,2,1,3,System performance degraded due to software crash; mitigation via inspection. sensor replaced urgent inspection needed,10,viejo,1,1
MD00916,Pet Scanner,2021-10-10,4,Medequip,Model-250,France,3435.261904575733,10.338084453990598,4,3,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned system check passed,4,medio,1,0
MD01542,Ct Scanner,2019-08-24,6,Medequip,Model-300,Usa,6758.31108638223,5.733994975908307,2,0,1,Component inspection after detecting voltage spike; functionality restored. log cleaned stable condition,6,medio,0,0
MD03934,X-Ray Machine,2020-03-19,5,Rescuetech,Model-650,Usa,15983.020634179516,18.00740418456352,5,1,3,circuit failure caused operational delay; software patch initiated. data loss critical failure,5,medio,1,1
MD05079,Defibrillator,2015-08-26,10,Ultramed,Model-550,Usa,23459.222006790533,8.02944119698057,3,3,3,System performance degraded due to overheating; mitigation via replacement. data loss hardware fault,10,viejo,1,1
MD04538,Mri Scanner,2017-02-11,8,Rescuetech,Model-300,Canada,6131.251367584376,4.824667125458363,3,1,1,abnormal sound caused operational delay; recalibration initiated. log cleaned stable condition,8,viejo,1,0
MD02952,Infusion Pump,2014-04-08,11,Cardiosync,Model-300,Italy,6578.317230774092,2.7268826194939413,1,5,2,Routine check completed; abnormal sound observed during diagnostics. component issue moderate delay,11,viejo,1,0
MD02425,Pet Scanner,2022-04-04,3,Cardiosync,Model-250,Italy,379.5379095932353,7.227359973207193,1,2,2,software crash caused operational delay; inspection initiated. moderate delay average severity report,3,nuevo,1,0
MD00502,X-Ray Machine,2016-08-19,9,Rescuetech,Model-550,Italy,8546.064531409073,1.6143192804639916,4,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. log cleaned low priority fault,9,viejo,1,1
MD04848,Infusion Pump,2022-11-11,3,Ultramed,Model-650,Uk,9256.959455758952,7.83234030633604,5,2,2,abnormal sound caused operational delay; component upgrade initiated. moderate delay non-critical warning,3,nuevo,1,1
MD02575,Pet Scanner,2014-07-24,11,Cardiosync,Model-350,France,9137.313525999189,12.050251712788324,4,0,2,Component component upgrade after detecting data lag; functionality restored. component issue average severity report,11,viejo,0,1
MD01615,X-Ray Machine,2019-10-12,6,Ultramed,Model-550,Canada,16707.40897340478,16.72747950486605,2,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical failure,6,medio,1,1
MD02441,Defibrillator,2022-09-22,3,Ultramed,Model-400,Uk,5774.586653245171,10.588872375008338,5,1,2,Component recalibration after detecting software crash; functionality restored. driver update moderate delay,3,nuevo,1,0
MD00717,Pet Scanner,2015-07-30,10,Medequip,Model-500,Canada,5914.0222867019575,7.168568085626419,2,0,2,circuit failure caused operational delay; system reset initiated. reviewed logs moderate delay,10,viejo,0,0
MD02009,Defibrillator,2014-05-23,11,Scanpro,Model-250,Japan,-1512.509993650684,29.404869716733835,3,2,3,Component firmware update after detecting voltage spike; functionality restored. critical failure sensor replacement,11,viejo,1,0
MD01422,X-Ray Machine,2016-07-24,9,Medequip,Model-500,France,2386.471642725496,18.91586819061543,5,1,3,Component inspection after detecting circuit failure; functionality restored. reboot failed high priority failure,9,viejo,1,0
MD04586,Mri Scanner,2017-02-10,8,Scanpro,Model-450,Usa,4524.292646099331,1.3440608423029683,3,0,1,Component recalibration after detecting abnormal sound; functionality restored. software reset quick fix,8,viejo,0,0
MD04072,Pet Scanner,2017-08-08,8,Scanpro,Model-200,Italy,7301.377603902383,10.970585710939542,4,1,3,Component inspection after detecting battery wear; functionality restored. critical failure emergency shutdown,8,viejo,1,1
MD05108,Pet Scanner,2017-06-14,8,Rescuetech,Model-450,Japan,12875.43042720199,11.195999731727197,3,2,2,System performance degraded due to abnormal sound; mitigation via replacement. driver update performance warning,8,viejo,1,1
MD04207,X-Ray Machine,2019-03-24,6,Scanpro,Model-200,Japan,6094.902012518946,7.149101147891904,1,1,1,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix,6,medio,1,0
MD05204,Ct Scanner,2015-12-03,10,Rescuetech,Model-650,Japan,11754.530167568915,18.33147969212873,2,1,3,software crash caused operational delay; recalibration initiated. data loss high priority failure,10,viejo,1,1
MD05360,Infusion Pump,2014-02-09,11,Scanpro,Model-250,Uk,2961.154650657911,8.233303371064073,5,3,1,Component software patch after detecting software crash; functionality restored. minor issue minor issue,11,viejo,1,0
MD01041,X-Ray Machine,2023-03-07,2,Medequip,Model-300,Usa,13294.582091467044,10.68017893930757,4,3,3,Component software patch after detecting battery wear; functionality restored. data loss critical failure,2,nuevo,1,1
MD00508,Infusion Pump,2020-10-25,5,Rescuetech,Model-650,France,16067.0322528527,4.728560175764783,1,3,3,System performance degraded due to software crash; mitigation via component upgrade. sensor replaced system crash,5,medio,1,1
MD00040,Defibrillator,2020-04-08,5,Rescuetech,Model-350,Italy,3347.6616962624903,2.549161073335241,1,1,1,System performance degraded due to abnormal sound; mitigation via recalibration. quick fix minor issue,5,medio,1,0
MD00914,Mri Scanner,2022-01-15,3,Cardiosync,Model-300,Italy,7608.444550505533,3.57897950783259,2,2,2,Component software patch after detecting abnormal sound; functionality restored. moderate delay moderate delay,3,nuevo,1,1
MD03620,Defibrillator,2020-09-17,5,Imagingtech,Model-200,Usa,10364.09786950772,27.91811506879394,2,3,3,Routine check completed; sensor misalignment observed during diagnostics. data loss high priority failure,5,medio,1,1
MD01827,Defibrillator,2018-01-16,7,Ultramed,Model-600,Uk,1351.044847837623,3.586533980565748,1,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset stable condition,7,medio,1,0
MD03423,Infusion Pump,2022-06-10,3,Imagingtech,Model-450,Japan,4453.784213422918,3.033033363626894,4,3,1,Component software patch after detecting voltage spike; functionality restored. quick fix stable condition,3,nuevo,1,0
MD02174,Defibrillator,2022-08-06,3,Ultramed,Model-500,Canada,6264.53593364686,4.192792245867043,5,1,1,Component system reset after detecting circuit failure; functionality restored. software reset system check passed,3,nuevo,1,0
MD02804,Pet Scanner,2020-03-19,5,Scanpro,Model-250,Canada,5494.841513073624,6.019668009490096,1,1,1,Routine check completed; battery wear observed during diagnostics. software reset system check passed,5,medio,1,0
MD05035,Defibrillator,2015-06-27,10,Cardiosync,Model-400,Canada,5206.026128481203,2.9030034615330376,5,0,2,Component software patch after detecting software crash; functionality restored. driver update driver update applied,10,viejo,0,0
MD03135,Pet Scanner,2017-07-20,8,Cardiosync,Model-150,Italy,4132.690582963025,13.676182968401626,2,1,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning,8,viejo,1,0
MD03840,X-Ray Machine,2014-09-19,11,Ultramed,Model-600,Italy,21087.512988746785,23.11460236080892,5,3,3,System performance degraded due to sensor misalignment; mitigation via recalibration. data loss urgent inspection needed,11,viejo,1,1
MD01864,Infusion Pump,2024-03-20,1,Ultramed,Model-350,Japan,6801.946292329505,16.513570612094195,5,2,2,Routine check completed; circuit failure observed during diagnostics. moderate delay average severity report,1,nuevo,1,0
MD04393,Ct Scanner,2016-05-01,9,Scanpro,Model-100,Usa,4582.4153701712,7.487382521817518,1,2,2,System performance degraded due to data lag; mitigation via inspection. driver update performance warning,9,viejo,1,0
MD02781,Defibrillator,2016-12-25,9,Rescuetech,Model-650,Italy,9953.87575177394,10.465269300300266,2,4,1,Component firmware update after detecting data lag; functionality restored. log cleaned log file cleared,9,viejo,1,1
MD04903,Defibrillator,2023-09-25,2,Medequip,Model-400,France,5036.078356378598,3.637804018175132,3,0,1,System performance degraded due to abnormal sound; mitigation via system reset. software reset temporary glitch,2,nuevo,0,0
MD02920,Pet Scanner,2013-06-19,12,Imagingtech,Model-550,Uk,12930.31588458145,24.19166069279713,4,1,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed hardware fault,12,viejo,1,1
MD05407,X-Ray Machine,2019-05-03,6,Scanpro,Model-450,France,6115.256130403384,4.125348851840263,2,3,1,Component replacement after detecting circuit failure; functionality restored. quick fix stable condition,6,medio,1,0
MD05174,Pet Scanner,2020-04-20,5,Scanpro,Model-350,Usa,7560.32093788682,12.551553633012066,4,1,2,System performance degraded due to battery wear; mitigation via software patch. reviewed logs driver update applied,5,medio,1,1
MD05049,Defibrillator,2017-09-22,8,Scanpro,Model-300,Uk,17052.32518064664,15.772323809353038,3,1,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,8,viejo,1,1
MD04134,Mri Scanner,2015-01-10,10,Rescuetech,Model-200,Japan,17221.83145250108,4.27858126564444,1,3,3,System performance degraded due to overheating; mitigation via firmware update. sensor replaced sensor replacement,10,viejo,1,1
MD03847,Defibrillator,2016-08-10,9,Rescuetech,Model-550,Japan,4897.696624347481,3.248154877845065,2,3,1,System performance degraded due to abnormal sound; mitigation via firmware update. quick fix temporary glitch,9,viejo,1,0
MD03317,Pet Scanner,2021-12-12,4,Rescuetech,Model-300,Japan,3996.554729139577,6.825995576377827,4,1,1,Component system reset after detecting data lag; functionality restored. log cleaned minor issue,4,medio,1,0
